,URL,Job_Title,Company
30,https://www.seek.co.nz/job/50147354?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Full Stack Developer,Presto Resourcing
31,https://www.seek.co.nz/job/50147318?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Java Developer - Contract,BrightSpark Recruitment
32,https://www.seek.co.nz/job/50147065?type=standard#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Junior Software Tester ,Robert Half Technology
33,https://www.seek.co.nz/job/50146253?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,EPS Software Engineer,Westpac
34,https://www.seek.co.nz/job/50146223?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Lead SRE - Blockchain,Potentia
35,https://www.seek.co.nz/job/50144824?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Automation Software Developer,Heartland Bank Ltd.
36,https://www.seek.co.nz/job/50144035?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Survey Programmer,Kantar
37,https://www.seek.co.nz/job/50142486?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Intermediate Data Engineer,Potentia
38,https://www.seek.co.nz/job/50141255?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Full Stack Developer,Finite920
39,https://www.seek.co.nz/job/50140690?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Principal Software Engineer,Find Recruitment Limited
40,https://www.seek.co.nz/job/50140638?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Full Stack JS Dev,Potentia
41,https://www.seek.co.nz/job/50140144?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,DevOps Engineer,Lexel Systems
42,https://www.seek.co.nz/job/50138934?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,GIS Analyst,OCG Consulting Ltd
43,https://www.seek.co.nz/job/50137369?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,OSS Engineer,Vector
44,https://www.seek.co.nz/job/50137321?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Data Scientist - Joint Border Analytics,New Zealand Customs Service
45,https://www.seek.co.nz/job/50137225?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Network Automation Engineer,Vector
46,https://www.seek.co.nz/job/50136456?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Full Stack Developer,Vodafone New Zealand
47,https://www.seek.co.nz/job/50135786?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Senior Dev Ops Engineer,Tribe (New Zealand) Limited
48,https://www.seek.co.nz/job/50134630?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Technical Lead Software Engineer,Absolute IT Limited
49,https://www.seek.co.nz/job/50134425?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Senior Fullstack Developer (PHP),Younity
50,https://www.seek.co.nz/job/50134252?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Data Quality Analyst,Genesis
51,https://www.seek.co.nz/job/50134090?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,"BI Developer - x 2 Perm, Full-Time",Auckland Transport
52,https://www.seek.co.nz/job/50134089?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,"BI Developer - x 2 Perm, Full-Time",Auckland Transport
53,https://www.seek.co.nz/job/50134063?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Full Stack Developer,RWA People - Connecting ITpeople with outstanding jobs
54,https://www.seek.co.nz/job/50133931?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Data Engineer,Halo Consulting Ltd
55,https://www.seek.co.nz/job/50133835?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Full Stack Developer,40 Foot Consulting Limited
56,https://www.seek.co.nz/job/50133747?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Junior Computer Vision Engineer,Coretex
57,https://www.seek.co.nz/job/50133744?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Software Engineer,Aderant
58,https://www.seek.co.nz/job/50133740?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Senior Software Engineer,Aderant
59,https://www.seek.co.nz/job/50133737?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Data Engineer,Millennium Corporation Limited
60,https://www.seek.co.nz/job/50133736?type=standout#searchRequestToken=f7df3961-0d6b-451d-b754-20e4c809aa0d,Lead Computer Vision Engineer,Coretex
61,https://www.seek.co.nz/job/50132261?type=standard#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Software Delivery Manager,CircuIT Recruitment Group
62,https://www.seek.co.nz/job/50132015?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Senior Cloud Data Engineer,Halo Consulting Ltd
63,https://www.seek.co.nz/job/50131743?type=standard#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Senior Software Engineer,PredictHQ
64,https://www.seek.co.nz/job/50131080?type=standard#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Control Software Systems Manager,Framecad Solutions
65,https://www.seek.co.nz/job/50130852?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Data Engineer,ANZ Bank New Zealand Limited
66,https://www.seek.co.nz/job/50130343?type=standard#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,DevOps/Platform Engineer,Finite IT Recruitment Solutions
67,https://www.seek.co.nz/job/50128084?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Back End Developer,Vodafone New Zealand
68,https://www.seek.co.nz/job/50127554?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,AWS Devops Engineers,40 Foot Consulting Limited
69,https://www.seek.co.nz/job/50126797?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Data Scientist,Momentum Consulting Group
70,https://www.seek.co.nz/job/50126770?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Cloud Engineer,Parallo Limited
71,https://www.seek.co.nz/job/50125380?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Data Scientist,Randstad Technologies
72,https://www.seek.co.nz/job/50125237?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Data Scientist,Alexander James Limited
73,https://www.seek.co.nz/job/50125052?type=standard#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Artificial Intelligence Researcher/Engineer,Xtracta Limited
74,https://www.seek.co.nz/job/50124500?type=standard#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Graduate Software Engineer & ICT QA wanted,Ran Derana IT Solution
75,https://www.seek.co.nz/job/50124084?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,"Back End Developer (PHP/ Laravel, AWS)",salt
76,https://www.seek.co.nz/job/50123091?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,"Go Developer - Permanent - Golang, message queues, Microservices ",Halcyon Knights Pty Ltd
77,https://www.seek.co.nz/job/50122738?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Senior Software Engineers,Plexure Limited
78,https://www.seek.co.nz/job/50122689?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Intermediate Software Engineer,Plexure Limited
79,https://www.seek.co.nz/job/50122612?type=standout#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Intermediate Devops Engineer,Plexure Limited
80,https://www.seek.co.nz/job/50122551?type=standard#searchRequestToken=84289e8e-7c13-4396-b69d-c3646820ed6f,Intermediate Software Developer,SmartTrade Limited
81,https://www.seek.co.nz/job/50122379?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Manager Retail Models,ANZ Bank New Zealand Limited
82,https://www.seek.co.nz/job/50120900?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Data Analyst,Oxygen Recruitment
83,https://www.seek.co.nz/job/50120892?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Data Analyst,Green Cross Health
84,https://www.seek.co.nz/job/50120848?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Cloud Engineer,Lexel Systems
85,https://www.seek.co.nz/job/50120668?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Operations Software Team Lead,Rocket Lab
86,https://www.seek.co.nz/job/50120659?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Senior Full Stack Ruby on Rails Developer,Stackd
87,https://www.seek.co.nz/job/50120596?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Senior Engineer,Actionstep New Zealand Ltd
88,https://www.seek.co.nz/job/50120231?type=standard#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,DevOps Engineer,Techspace Consulting Limited
89,https://www.seek.co.nz/job/50116587?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Chapter Lead / Development Engineer,Comspek International Limited
90,https://www.seek.co.nz/job/50116480?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Senior DevSecOps Engineer,Finite920
91,https://www.seek.co.nz/job/50116474?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Senior DevSecOps Engineer,Finite920
92,https://www.seek.co.nz/job/50116461?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Senior Analyst/Modeller - SAS,Finite920
93,https://www.seek.co.nz/job/50116173?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,DevSecOps Engineer,salt
94,https://www.seek.co.nz/job/50115851?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Intermediate / Senior React Full-Stack Developer,Landlord Studio Limited
95,https://www.seek.co.nz/job/50115364?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Junior Data Engineer,Recruit IT – Your IT Career and Contract Specialists
96,https://www.seek.co.nz/job/50115345?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Data Engineer,Kiwibank
97,https://www.seek.co.nz/job/50114513?type=standard#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Site Reliability Engineer,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards
98,https://www.seek.co.nz/job/50113394?type=standard#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Algorithm Developer,Performance Focus Limited
99,https://www.seek.co.nz/job/50113218?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Back-End Developer x 2,Trade Window
100,https://www.seek.co.nz/job/50112647?type=standout#searchRequestToken=e8d78d48-f7f4-4c23-87ca-9f027abb1e9c,Data Engineer,Comspek International Limited
101,https://www.seek.co.nz/job/50112593?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Platform Engineer,Comspek International Limited
102,https://www.seek.co.nz/job/50110372?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Senior Platform Engineer,Talent – Winner Seek Large Recruitment Agency of the year 2019
103,https://www.seek.co.nz/job/50110142?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Senior Site Reliability Engineer,Presto Resourcing
104,https://www.seek.co.nz/job/50108918?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Big Data Engineer,EROAD Limited
105,https://www.seek.co.nz/job/50108815?type=standard#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Senior Cloud Engineer,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards
106,https://www.seek.co.nz/job/50106295?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Software Engineer (Biomedical),Formus Labs Limited
107,https://www.seek.co.nz/job/50103545?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Senior EFTPOS Terminal Software Developer,Windcave Limited
108,https://www.seek.co.nz/job/50102768?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Software Development Lead - Auckland or Wellington,Vector
109,https://www.seek.co.nz/job/50102742?type=standard#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Artificial Intelligence/Machine Learning Specialist,Advanced Learning Limited
110,https://www.seek.co.nz/job/50102371?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Software Developer,Vector
111,https://www.seek.co.nz/job/50102122?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,DevOps Lead,Halo Consulting Ltd
112,https://www.seek.co.nz/job/50101880?type=standard#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,SAP BW HANA Data Scientist,Foodstuffs North Island Ltd
113,https://www.seek.co.nz/job/50100642?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Junior/Intermediate Software Developer,Flow Software Limited
114,https://www.seek.co.nz/job/50100501?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Senior Software Engineer/ R+D / $160k neg + wfh option,Enterprise Technology Recruitment Ltd
115,https://www.seek.co.nz/job/50100482?type=standard#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,SAP BW HANA Consultant,Foodstuffs North Island Ltd
116,https://www.seek.co.nz/job/50100209?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,SQL DBA,Halo Consulting Ltd
117,https://www.seek.co.nz/job/50100208?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Software Embedded Team Lead,Rocket Lab
118,https://www.seek.co.nz/job/50100014?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Software Build Engineer,Rocket Lab
119,https://www.seek.co.nz/job/50098894?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,Data Insight Specialist,Randstad Technologies
120,https://www.seek.co.nz/job/50098697?type=standout#searchRequestToken=cb37cdcd-4d4a-49e2-90e4-eaacbc19c126,WordPress Support Engineer—Remote,WordPress VIP
121,https://www.seek.co.nz/job/50097968?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Senior Credit Risk Analyst - Sydney,FlexiGroup Limited
122,https://www.seek.co.nz/job/50097315?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Full-Stack Developer,Hudson - Technology and Digital
123,https://www.seek.co.nz/job/50097142?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Technical Lead (SRE),Plexure Limited
124,https://www.seek.co.nz/job/50094865?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Fullstack Developer,Clemenger Group
125,https://www.seek.co.nz/job/50094690?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Full Stack Developer,Potentia
126,https://www.seek.co.nz/job/50093507?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,DevOps Engineer,Coretex
127,https://www.seek.co.nz/job/50090305?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,DevOps Engineer,Hudson - Technology and Digital
128,https://www.seek.co.nz/job/50090114?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,General Manager of Engineering,Talent Army
129,https://www.seek.co.nz/job/50089837?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Intermediate Android Software Developer,Tribe (New Zealand) Limited
130,https://www.seek.co.nz/job/50089656?type=standard#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Technical/Software Architect (.NET/PHP),Synapse Con
131,https://www.seek.co.nz/job/50089548?type=standard#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Programmer / Scripting,Sound Business Systems Ltd
132,https://www.seek.co.nz/job/50089501?type=standard#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Senior DevOps Engineer ,Robert Half Technology
133,https://www.seek.co.nz/job/50087801?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,DevOps Technical Lead,C3 Post Trade
134,https://www.seek.co.nz/job/50087654?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Python Developer,Tribe (New Zealand) Limited
135,https://www.seek.co.nz/job/50087403?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Operations Software Engineer,Rocket Lab
136,https://www.seek.co.nz/job/50087297?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Data Scientist,Coretex
137,https://www.seek.co.nz/job/50087234?type=standout#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,DevOps Tech Lead,Watercare Services Limited
138,https://www.seek.co.nz/job/50086699?type=standard#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Senior Quality Assurance Engineer,in2HR Ltd
139,https://www.seek.co.nz/job/50086508?type=standard#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Test Engineer,PredictHQ
140,https://www.seek.co.nz/job/50086507?type=standard#searchRequestToken=b4e0cba7-eb6e-478c-9272-4d5ab7efac10,Site Reliability Engineer,PredictHQ
141,https://www.seek.co.nz/job/50082230?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Senior Pipeline Engineer,40 Foot Consulting Limited
142,https://www.seek.co.nz/job/50082228?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Senior Deep Learning Engineer,40 Foot Consulting Limited
143,https://www.seek.co.nz/job/50082178?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Ruby on Rails Developers,Recruit IT – Your IT Career and Contract Specialists
144,https://www.seek.co.nz/job/50081908?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Applications Specialist,Potentia
145,https://www.seek.co.nz/job/50080700?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Machine Learning Engineer,40 Foot Consulting Limited
146,https://www.seek.co.nz/job/50080609?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Technical Team Lead (AWS/Java/ReactJs),Autogrow
147,https://www.seek.co.nz/job/50079859?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Data Assurance Manager,Hudson - Risk and Compliance
148,https://www.seek.co.nz/job/50079321?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Senior AIX\Unix Engineer,40 Foot Consulting Limited
149,https://www.seek.co.nz/job/50078719?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Machine Learning Engineer,Biomatters Limited
150,https://www.seek.co.nz/job/50077416?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Data Scientist,Hays Information Technology
151,https://www.seek.co.nz/job/50077196?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Senior DevOps Engineer,JOYN
152,https://www.seek.co.nz/job/50077194?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Senior Full-stack Laravel Engineer,JOYN
153,https://www.seek.co.nz/job/50076929?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Computer Vision Engineer,Teknique Limited
154,https://www.seek.co.nz/job/50076794?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Senior Developer,Kin
155,https://www.seek.co.nz/job/50076747?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Full Stack Developer,Ceres Organics
156,https://www.seek.co.nz/job/50075866?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Cloud Engineer/Consultant,Potentia
157,https://www.seek.co.nz/job/50075764?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Senior Software Developer,Kenntec
158,https://www.seek.co.nz/job/50075149?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Integration Engineer,Comspek International Limited
159,https://www.seek.co.nz/job/50075074?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Data Analyst,Hays Information Technology
160,https://www.seek.co.nz/job/50074033?type=standout#searchRequestToken=75a8d8a0-e0ae-431b-8c9b-0fb1864dc106,Junior Developer,SiteHost
161,https://www.seek.co.nz/job/50073406?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Technical Lead (Data Solutions),Plexure Limited
162,https://www.seek.co.nz/job/50070926?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Senior Apple Systems Engineer,b.Telligent NZ Ltd
163,https://www.seek.co.nz/job/50067724?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Senior Back-End Developer,H2R Consulting
164,https://www.seek.co.nz/job/50067667?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Senior Python Engineer,40 Foot Consulting Limited
165,https://www.seek.co.nz/job/50067365?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Technical Lead - NetPay,Datacom
166,https://www.seek.co.nz/job/50067242?type=standard#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Software Engineer,Tech Mahindra Australia
167,https://www.seek.co.nz/job/50067218?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Financial Data Analyst,RWA People - Connecting ITpeople with outstanding jobs
168,https://www.seek.co.nz/job/50065011?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Performance & Scalability Engineer,Workday
169,https://www.seek.co.nz/job/50064551?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Site Reliability Engineer,Workday
